time,x_pos,y_pos,velocity,rotation
2.53282,5.46687,0.19122,4,1.5708
2.5366,5.46908,0.206164,4,1.5708
2.54041,5.47119,0.221269,4,1.5708
2.54426,5.4732,0.236534,4,1.5708
2.54815,5.47511,0.251958,4,1.5708
2.55207,5.47693,0.267542,4,1.5708
2.55603,5.47866,0.283286,4,1.5708
2.56003,5.4803,0.29919,4,1.5708
2.56406,5.48186,0.315254,4,1.5708
2.56813,5.48333,0.331477,4,1.5708
2.57224,5.48472,0.347861,4,1.5708
2.57639,5.48603,0.364404,4,1.5708
2.58058,5.48726,0.381107,4,1.5708
2.5848,5.48842,0.39797,4,1.5708
2.58907,5.4895,0.414993,4,1.5708
2.59337,5.49052,0.432175,4,1.5708
2.59771,5.49146,0.449518,4,1.5708
2.6021,5.49235,0.46702,4,1.5708
2.60652,5.49317,0.484682,4,1.5708
2.61098,5.49392,0.502504,4,1.5708
2.61547,5.49463,0.520486,4,1.5708
2.62001,5.49527,0.538628,4,1.5708
2.62459,5.49586,0.556929,4,1.5708
2.62921,5.4964,0.57539,4,1.5708
2.63386,5.49689,0.594011,4,1.5708
2.63856,5.49733,0.612792,4,1.5708
2.6433,5.49773,0.631733,4,1.5708
2.64807,5.49809,0.650834,4,1.5708
2.65289,5.49841,0.670094,4,1.5708
2.65774,5.49869,0.689515,4,1.5708
2.66264,5.49893,0.709095,4,1.5708
2.66758,5.49915,0.728835,4,1.5708
2.67255,5.49933,0.748735,4,1.5708
2.67757,5.49948,0.768794,4,1.5708
2.68262,5.49961,0.789014,4,1.5708
2.68772,5.49972,0.809393,4,1.5708
2.69285,5.4998,0.829932,4,1.5708
2.69803,5.49987,0.850631,4,1.5708
2.70324,5.49992,0.87149,4,1.5708
2.70849,5.49995,0.892509,4,1.5708
2.71379,5.49998,0.913687,4,1.5708
2.71912,5.49999,0.935026,4,1.5708
2.7245,5.5,0.956524,4,1.5708
2.72991,5.5,0.978182,4,1.5708
2.73537,5.5,1,4,1.5708
2.73685,5.5,1.00593,4,1.5708
2.73836,5.5,1.01197,4,1.5708
2.7399,5.5,1.01813,4,1.5708
2.74147,5.5,1.0244,4,1.5708
2.74306,5.5,1.03078,4,1.5708
2.74469,5.5,1.03728,4,1.5708
2.74634,5.5,1.04388,4,1.5708
2.74802,5.5,1.0506,4,1.5708
2.74973,5.5,1.05744,4,1.5708
2.75146,5.5,1.06438,4,1.5708
2.75322,5.5,1.07143,4,1.5708
2.75502,5.5,1.07859,4,1.5708
2.75683,5.5,1.08586,4,1.5708
